biog_id	name	성명	name_alt	name_alt2	choronym	office	reference	vol	leaf	side
E902122	柳敦復	유돈복	柳		瑞寧 柳	 	安東權氏成化譜	3	11	a
E902123	柳石堅	유석견	柳		瑞寧 柳	 	安東權氏成化譜	3	11	a
E902125	吳克俊	오극준	吳			生員	安東權氏成化譜	3	11	a
E902127	金礪	김려	金		淸風 金	典籍	安東權氏成化譜	3	11	a
EA00368	朴信同	박신동	朴		咸陽 朴		安東權氏成化譜	3	11	a
EC04910	柳孝復				瑞寧 柳	 校理	安東權氏成化譜	3	11	a
59e45e98-94fd-4164-9f98-94bd557984a0	金永孫				安東 金		安東權氏成化譜	3	11	b
E401457	李孟㽥	이맹유	李		韓山 李	司尹	安東權氏成化譜	3	11	b
E401458	李孟畇	이맹균	李		韓山 李	贊成	安東權氏成化譜	3	11	b
E401461	李孟畯	이맹준	李		韓山 李	及第	安東權氏成化譜	3	11	b
E401462	李孟畛	이맹진	李		韓山 李	判中樞	安東權氏成化譜	3	11	b
E401464	金自行	김자행	金		安東 金	參議	安東權氏成化譜	3	11	b
E401469	李椅	이의	李		全義 李	郡事	安東權氏成化譜	3	11	b
EA00452	李垾	이한	李		全州 李	伊城正 伊川正	安東權氏成化譜	3	11	b
EA01572	李灌	이관	李		韓山 李		安東權氏成化譜	3	11	b
EA01970	金仲演	김중연	金		安東 金	佐郞	安東權氏成化譜	3	11	b
EA01976	金叔演	김숙연	金		安東 金	都事	安東權氏成化譜	3	11	b
EA01999	李俊	이준	李濬		韓山 李		安東權氏成化譜	3	11	b
EA02011	李涵	이함	李		韓山 李		安東權氏成化譜	3	11	b
E300360	安桑鷄	안상계	安		竹山 安		安東權氏成化譜	3	12	a
E301317	安友淵	안우연	安		順興 安	司正	安東權氏成化譜	3	12	a
E401473	李裕基	이유기	李		韓山 李		安東權氏成化譜	3	12	a
E401475	李厚	이후	李		淸州 李	判官	安東權氏成化譜	3	12	a
E501996	朴耣	박륜	朴		羅州 朴	僉正	安東權氏成化譜	3	12	a
E802789	安友晢				順興 安		安東權氏成化譜	3	12	a
E900831	權叔慄	권숙률	權		安東 權		安東權氏成化譜	3	12	a
E902019	安訓	안훈	安		順興 安	僉知	安東權氏成化譜	3	12	a
E902023	李止堈	이지강	李之綱		韓山 李	司直	安東權氏成化譜	3	12	a
E902230	李䇏	이퇴	李		淸州 李	?奉	安東權氏成化譜	3	12	a
EA00322	李永期	이영기	李		慶州 李		安東權氏成化譜	3	12	a
EA02089	李儹	이찬	李		淸州 李	經歷	安東權氏成化譜	3	12	a
EA02093	李沆	이항	李		韓山 李	殿直	安東權氏成化譜	3	12	a
EA02106	李淹	이엄	李		韓山 李	忠贊	安東權氏成化譜	3	12	a
EA02127	金福其	김복기	金復基		善山 金	縣監	安東權氏成化譜	3	12	a
EA02128	金漢孫	김한손	金		善山 金		安東權氏成化譜	3	12	a
EA02146	李湑	이서	李		韓山 李	上將	安東權氏成化譜	3	12	a
EA02180	金克諴	김극함	金		淸風 金		安東權氏成化譜	3	12	a
EA02215	金富春	김부춘	金			 	安東權氏成化譜	3	12	a
058f3d0b-5ec8-4e83-8158-126e9f2384a5	安友商				順興 安		安東權氏成化譜	3	12	b
c611faaa-ae4b-422e-9d26-c245dca62afc	尹江					奉事	安東權氏成化譜	3	12	b
D904999	李種學	이종학	李		韓山 李		安東權氏成化譜	3	12	b
E102974	李蓄	이축	李		韓山 李	觀察使	安東權氏成化譜	3	12	b
E102976	李塤	이훈	李墅		韓山 李	韓城君	安東權氏成化譜	3	12	b
E401477	河久	하구	河		晉州 河	都總制	安東權氏成化譜	3	12	b
E402169	李叔野	이숙야	李		韓山 李	執義	安東權氏成化譜	3	12	b
E501477	崔侃	최간	崔		全州 崔	生員	安東權氏成化譜	3	12	b
E501496	崔偁	최칭	崔		全州 崔		安東權氏成化譜	3	12	b
E901537	李惟淸	이유청	李		韓山 李		安東權氏成化譜	3	12	b
E901618	崔旼	최민	崔		全州 崔	郡守	安東權氏成化譜	3	12	b
E901633	崔昕	최흔	崔		全州 崔	僉正	安東權氏成化譜	3	12	b
E901641	崔儉	최검	崔		全州 崔		安東權氏成化譜	3	12	b
E901643	崔健	최건	崔		全州 崔	 	安東權氏成化譜	3	12	b
E901644	崔倬	최탁	崔		全州 崔	 	安東權氏成化譜	3	12	b
E902034	安崇信	안숭신	安		順興 安	少尹	安東權氏成化譜	3	12	b
E902036	安詮	안전	安		順興 安	郡守	安東權氏成化譜	3	12	b
E902038	李晟	이성	李		全州 李	井谷守	安東權氏成化譜	3	12	b
E102960	李元根	이원근	李		公州 李	斷事官	安東權氏成化譜	3	13	a
E102961	李宗衍	이종연	李		公州 李	僉正	安東權氏成化譜	3	13	a
E102963	李宗慶	이종경	李		公州 李	府使	安東權氏成化譜	3	13	a
E102965	朴仁孫	박인손	朴			別坐	安東權氏成化譜	3	13	a
E102970	李壽堅	이수견	李		公州 李	 	安東權氏成化譜	3	13	a
E201797	辛尙殷	신상은	辛		靈山 辛	直長	安東權氏成化譜	3	13	a
E303570	許長孫	허장손	許		陽川 許	縣監	安東權氏成化譜	3	13	a
E905001	李叔畝	이숙무	李		韓山 李	判漢城	安東權氏成化譜	3	13	a
E905003	李元增	이원증			韓山 李	牧使	安東權氏成化譜	3	13	a
E905011	李命垠	이명은	李		韓山 李	判官	安東權氏成化譜	3	13	a
E905012	李孝林	이효림	李		韓山 李	 	安東權氏成化譜	3	13	a
E905013	李孝琛	이효침	李		韓山 李	 	安東權氏成化譜	3	13	a
EA00588	李永垠				韓山 李	參判	安東權氏成化譜	3	13	a
EA00590	李孝文	이효문	李		韓山 李		安東權氏成化譜	3	13	a
EA00600	李培文	이배문	李		韓山 李	 	安東權氏成化譜	3	13	a
EA00601	李奎文	이규문	李		韓山 李	 	安東權氏成化譜	3	13	a
EB02738	李壽垠	이수은	李		韓山 李	進士	安東權氏成化譜	3	13	a
EB02740	李龜孫	이귀손	李			參奉	安東權氏成化譜	3	13	a
ee4a0186-8f1a-46fd-a7f8-bc7cdf3af832	辛遵義				靈山 辛		安東權氏成化譜	3	13	a
E000356	金堅壽	김견수	金		原州 金		安東權氏成化譜	3	13	b
E901410	河龜壽	하귀수	河		晉州 河	護軍	安東權氏成化譜	3	13	b
E902050	安崇孝	안숭효	安		順興 安	觀察使	安東權氏成化譜	3	13	b
E902053	姜希孟	강희맹	姜		晋州 姜	判書	安東權氏成化譜	3	13	b
E902056	安該	안해	安		順興 安	參奉	安東權氏成化譜	3	13	b
E902063	柳順行	유순행	柳		文化 柳	郡守	安東權氏成化譜	3	13	b
E902838	金有義	김유의	金		安東 金		安東權氏成化譜	3	13	b
E905014	李亨增	이형증			韓山 李	僉知	安東權氏成化譜	3	13	b
E905018	金富弼	김부필	金		善山 金	判官	安東權氏成化譜	3	13	b
E905020	金繼孫	김계손	金		善山 金	 	安東權氏成化譜	3	13	b
E905023	安謙	안겸	安		順興 安	 	安東權氏成化譜	3	13	b
E905025	河孟秩	하맹질			晉州 河	郡事	安東權氏成化譜	3	13	b
EA02745	河龜年	하귀년	河		晉州 河	 	安東權氏成化譜	3	13	b
EA02755	李德生	이덕생	李			 	安東權氏成化譜	3	13	b
E000538	禹埏	우연	禹			判官	安東權氏成化譜	3	14	a
E101570	李公淳	이공순	李		韓山 李	上護軍	安東權氏成化譜	3	14	a
E102574	尹岑	윤잠	尹		坡平 尹		安東權氏成化譜	3	14	a
E103061	李思	이사	李		韓山 李	縣監	安東權氏成化譜	3	14	a
E103078	李畏	이외	李		韓山 李	陵直	安東權氏成化譜	3	14	a
E901792	李仁堅	이인견	李		韓山 李	典翰	安東權氏成化譜	3	14	a
E905027	金理	김리	金		淸風 金	府使	安東權氏成化譜	3	14	a
E905029	權以經	권이경	權		安東 權		安東權氏成化譜	3	14	a
E905031	金克誠	김극성	金		淸風 金	別提	安東權氏成化譜	3	14	a
E905033	禹敬祖	우경조	禹		丹陽 禹		安東權氏成化譜	3	14	a
E905034	金克諶	김극심	金		淸風 金	 	安東權氏成化譜	3	14	a
E100857	李有榮	이유영	李			上將	安東權氏成化譜	3	14	b
E100859	黃峻	황준	黃			司直	安東權氏成化譜	3	14	b
E100861	安貞	안정	安楨			 	安東權氏成化譜	3	14	b
E103083	郭自安				玄風 郭	 	安東權氏成化譜	3	14	b
E103084	李耕老	이경로	李		韓山 李	忠贊	安東權氏成化譜	3	14	b
E103089	李耕元	이경원	李耕源		韓山 李	 	安東權氏成化譜	3	14	b
E103091	柳伸	유신	柳紳			 	安東權氏成化譜	3	14	b
E103095	朴時衡	박시형	朴		密陽 朴	敎理	安東權氏成化譜	3	14	b
E402186	李叔當	이숙당	李		韓山 李	總制	安東權氏成化譜	3	14	b
E901221	金克敬	김극경	金		彦陽 金	 	安東權氏成化譜	3	14	b
E905038	李叔畦	이숙휴	李		韓山 李	牧使	安東權氏成化譜	3	14	b
E905040	柳諍	유쟁	柳淨		瑞寧 柳	郡事	安東權氏成化譜	3	14	b
E905042	金承圭	김승규	金		順天 金	 	安東權氏成化譜	3	14	b
E905044	沈淄	심치	沈				安東權氏成化譜	3	14	b
E905047	郭汾	곽분	郭		玄風 郭		安東權氏成化譜	3	14	b
E905049	李思南	이사남	李			護軍	安東權氏成化譜	3	14	b
E905050	金休	김휴	金		彦陽 金	萬戶	安東權氏成化譜	3	14	b
E905052	金沔	김면	金			僉知	安東權氏成化譜	3	14	b
E905054	李夏孫	이하손	李			內直	安東權氏成化譜	3	14	b
EC00334	康衮	강곤	康		信川 康	信川君	安東權氏成化譜	3	14	b
6bf9c1ee-5d0d-4464-9101-c5cbc92aca9a	李廣				韓山 李		安東權氏成化譜	3	15	a
E103518	李文壃	이문강	李		韓山 李	郡事	安東權氏成化譜	3	15	a
E103868	李季疇	이계주	李		韓山 李	正郞	安東權氏成化譜	3	15	a
E103875	李儼	이엄	李			司正	安東權氏成化譜	3	15	a
E203039	李塏	이개	李		韓山 李		安東權氏成化譜	3	15	a
E205095	朴確	박확	朴擴		雲峯 朴	判官	安東權氏成化譜	3	15	a
E205098	李苡	이이	李		慶州 李	直長	安東權氏成化譜	3	15	a
E205100	李壽淡		李壽聃		慶州 李	 	安東權氏成化譜	3	15	a
E205105	李壽彭	이수팽	李守彭		慶州 李	司直	安東權氏成化譜	3	15	a
E303974	李克蕃	이극번	李		韓山 李	司正	安東權氏成化譜	3	15	a
E303988	柳井文	유정문	柳井汶		文化 柳		安東權氏成化譜	3	15	a
E304526	朴仁昌	박인창	朴		雲峯 朴	 	安東權氏成化譜	3	15	a
E401301	李伯常	이백상	李		陽城 李	僉知	安東權氏成化譜	3	15	a
E902014	李叔畤	이숙주	李叔疇		韓山 李	左參贊	安東權氏成化譜	3	15	a
E902016	李繼賢	이경현	李敬賢		星州 李	校理	安東權氏成化譜	3	15	a
E902239	李季憐				韓山 李	贊成 韓山君	安東權氏成化譜	3	15	a
E903979	安貧世	안빈세	安		竹山 安		安東權氏成化譜	3	15	a
E905055	李叔福	이숙복	李		韓山 李	直講	安東權氏成化譜	3	15	a
E905056	李文埤	이문비	李		韓山 李	郡事	安東權氏成化譜	3	15	a
E905058	李克連	이극련	李		韓山 李	縣監	安東權氏成化譜	3	15	a
E905060	徐吉昌	서길창	徐				安東權氏成化譜	3	15	a
E905061	李克彰	이극창	李克昌		韓山 李	生員	安東權氏成化譜	3	15	a
EC01336	尹濱	윤빈	尹		海平 尹	判官	安東權氏成化譜	3	15	a
E100755	崔潾	최린	崔		江華 崔	生員	安東權氏成化譜	3	15	b
E205119	李塾	이숙	李		韓山 李	相禮	安東權氏成化譜	3	15	b
E205138	李季甸	이계전	李		韓山 李	領院使 韓山君	安東權氏成化譜	3	15	b
E205140	劉沼	유소	劉韶		金城 劉	縣監	安東權氏成化譜	3	15	b
E205145	李浥	이읍	李				安東權氏成化譜	3	15	b
E205149	劉瑾	유근			金城 劉	生員	安東權氏成化譜	3	15	b
E205153	劉璟	유경	劉		金城 劉	進士	安東權氏成化譜	3	15	b
E205155	劉瓚	유찬	劉		金城 劉	進士	安東權氏成化譜	3	15	b
E205156	崔延年	최연년	崔		江華 崔	縣監	安東權氏成化譜	3	15	b
E205165	崔沃		崔澳		江華 崔		安東權氏成化譜	3	15	b
E701796	盧公弼	노공필	盧		交河 盧	典翰	安東權氏成化譜	3	15	b
E703067	崔?				江華 崔	 	安東權氏成化譜	3	15	b
E901884	成俔	성현	成		昌寧 成	司經	安東權氏成化譜	3	15	b
E901950	崔淳	최순	崔		江華 崔	生員	安東權氏成化譜	3	15	b
E101816	金軸	김축	金		義城 金	判官	安東權氏成化譜	3	16	a
E102293	鄭繼金	정계금	鄭		東萊 鄭	參奉	安東權氏成化譜	3	16	a
E202344	權善	권선	權		醴泉 權	別坐	安東權氏成化譜	3	16	a
E204569	閔慶安	민경안	閔		驪興 閔		安東權氏成化譜	3	16	a
E205181	李坡	이파	李		韓山 李	參判	安東權氏成化譜	3	16	a
E205223	金崇老	김숭로	金		義城 金	縣監	安東權氏成化譜	3	16	a
E205227	金運西	김운서	金				安東權氏成化譜	3	16	a
E205229	李坦	이탄	李		韓山 李		安東權氏成化譜	3	16	a
E205267	朴英蕃	박영번	朴				安東權氏成化譜	3	16	a
EA02443	李堣	이우	李		韓山 李	參議	安東權氏成化譜	3	16	a
D402145	尹可觀	윤가관	尹		海平 尹		安東權氏成化譜	3	16	b
E102527	尹愚	윤우	尹		坡平 尹	坡平尉	安東權氏成化譜	3	16	b
E102531	尹元謹	윤원근	尹		坡平 尹	主簿	安東權氏成化譜	3	16	b
E102533	姜孟卿	강맹경	姜		晋州 姜		安東權氏成化譜	3	16	b
E102535	尹慈	윤자	尹		坡平 尹	觀察使	安東權氏成化譜	3	16	b
E102538	河伯達	하백달	河			主簿	安東權氏成化譜	3	16	b
E102541	尹伯煴	윤백온	尹		坡平 尹	縣監	安東權氏成化譜	3	16	b
E102543	趙祉	조지	趙		平壤 趙	僉知	安東權氏成化譜	3	16	b
E102545	奇允濬	기윤준	奇			察訪	安東權氏成化譜	3	16	b
E102546	尹恕	윤서	尹		坡平 尹	正言	安東權氏成化譜	3	16	b
E102547	尹仲鈞	윤중균	尹		坡平 尹	司勇	安東權氏成化譜	3	16	b
E102549	兪惲	유운	兪				安東權氏成化譜	3	16	b
E102557	尹愈	윤유	尹		坡平 尹	縣監	安東權氏成化譜	3	16	b
E102558	尹彭壽	윤팽수	尹		坡平 尹	司直	安東權氏成化譜	3	16	b
E102560	尹敏	윤민	尹		坡平 尹	牧使	安東權氏成化譜	3	16	b
E102562	尹喜孫	윤희손	尹		坡平 尹		安東權氏成化譜	3	16	b
E102571	趙銓	조전	趙			司直	安東權氏成化譜	3	16	b
E102576	尹之崑	윤지곤	尹		坡平 尹		安東權氏成化譜	3	16	b
E200338	尹伯焞	윤백돈	尹伯亨		坡平 尹	司直	安東權氏成化譜	3	16	b
E203845	尹喜男	윤희남	尹		坡平 尹		安東權氏成化譜	3	16	b
E400791	尹須彌	윤수미	尹		坡平 尹	司諫	安東權氏成化譜	3	16	b
E402522	尹大山	윤태산	尹太山		坡平 尹	生員	安東權氏成化譜	3	16	b
E000377	尹俊童	윤준동	尹		坡平 尹	司直	安東權氏成化譜	3	17	a
E102577	尹之峻	윤지준	尹		坡平 尹	奉事	安東權氏成化譜	3	17	a
E102578	尹之崗	윤지강	尹之岡		坡平 尹	錄事	安東權氏成化譜	3	17	a
E102579	尹之崇	윤지숭	尹		坡平 尹		安東權氏成化譜	3	17	a
E102581	尹之嶸	윤지영	尹		坡平 尹		安東權氏成化譜	3	17	a
E102582	尹巖	윤암	尹		坡平 尹	坡平君	安東權氏成化譜	3	17	a
E102584	尹俊元	윤준원	尹		坡平 尹	倉守	安東權氏成化譜	3	17	a
E102586	尹俊生	윤준생	尹		坡平 尹		安東權氏成化譜	3	17	a
E102588	李士信	이사신	李		全義 李	僉知	安東權氏成化譜	3	17	a
E203398	尹俊丁	윤준정	尹		坡平 尹		安東權氏成化譜	3	17	a
E203619	申燦求	신찬	申澯		高靈 申		安東權氏成化譜	3	17	a
E501291	尹俊文	윤준문	尹		坡平 尹		安東權氏成化譜	3	17	a
E702073	申從洽	신종흡	申		高靈 申		安東權氏成化譜	3	17	a
EC01601	尹之崙	윤지륜	尹		坡平 尹	錄事	安東權氏成化譜	3	17	a
EC02307	柳末孫	유말손	柳		全州 柳	郡事	安東權氏成化譜	3	17	a
EC02313	金繼文	김계문	金繼門				安東權氏成化譜	3	17	a
EC02314	柳季漳	유계장	柳季章		全州 柳	上將	安東權氏成化譜	3	17	a
EC02315	柳季潼	유계동	柳		全州 柳		安東權氏成化譜	3	17	a
E101859	尹之峀	윤지수	尹		坡平 尹	司猛	安東權氏成化譜	3	17	b
E101873	李優	이우	李		全州 李	海安副正	安東權氏成化譜	3	17	b
E103283	李哲同	이철동	李哲仝		全州 李	把成副正	安東權氏成化譜	3	17	b
E104686	李愊	이핍	李		全州 李	雲林都正	安東權氏成化譜	3	17	b
E203048	朝鮮 孝寧大君	이보	李祐	李補	全州 李		安東權氏成化譜	3	17	b
E203051	尹孝祥	윤효상	尹			護軍	安東權氏成化譜	3	17	b
E203053	玄碩奎	현석규	玄碩圭		昌原 玄	承旨	安東權氏成化譜	3	17	b
E301214	姜子平	강자평	姜		晋州 姜		安東權氏成化譜	3	17	b
E701469	安溫泉	안온천	安		竹山 安		安東權氏成化譜	3	17	b
E701471	李菆	이추	李		全州 李	懷義都正	安東權氏成化譜	3	17	b
E701551	趙純	조순	趙		平壤 趙		安東權氏成化譜	3	17	b
E805037	李亨孫	이형손	李		全州 李	銀豊副正	安東權氏成化譜	3	17	b
E805062	李貞孫	이정손	李		全州 李	森溪副正	安東權氏成化譜	3	17	b
E905069	鄭易	정역	鄭		海州 鄭		安東權氏成化譜	3	17	b
E905070	李寀		李㝐		全州 李	誼城君	安東權氏成化譜	3	17	b
E905073	李惇	이돈	李		全州 李	岑城正	安東權氏成化譜	3	17	b
E905075	李儞	이이	李		全州 李	茂山副正	安東權氏成化譜	3	17	b
E905078	李怡	이이	李		全州 李	永新守	安東權氏成化譜	3	17	b
EA00494	李任	이임	李		全州 李	儒城君	安東權氏成化譜	3	17	b
EB00284	李僖	이주	李儔		全州 李	長陽副正	安東權氏成化譜	3	17	b
EB00319	李利孫	이이손	李		全州 李	助川副正	安東權氏成化譜	3	17	b
EB03107	李恒	이항	李		全州 李	蓬城正	安東權氏成化譜	3	17	b
E203060	李蒳	이납	李		全州 李	德恩都正	安東權氏成化譜	3	18	a
E203070	鄭有禮	정유례	鄭		東萊 鄭	司直	安東權氏成化譜	3	18	a
E203078	李蒨	이천	李		全州 李	藥川正	安東權氏成化譜	3	18	a
E203080	李毅		李仁		全州 李	高陽副正	安東權氏成化譜	3	18	a
E205581	李深源	이심원	李		全州 李	朱溪副正	安東權氏成化譜	3	18	a
E501460	崔任	최임			全州 崔	部將	安東權氏成化譜	3	18	a
E504061	金克鍊	김극련			彦陽 金	僉知	安東權氏成化譜	3	18	a
E504569	趙守忻				平壤 趙		安東權氏成化譜	3	18	a
E701526	李蒀	이온	李		全州 李	提川君	安東權氏成化譜	3	18	a
E904875	李徖	이종	李		全州 李	栗元君	安東權氏成化譜	3	18	a
E904876	李謙	이겸	李子謙		全州 李	呂陽副正	安東權氏成化譜	3	18	a
E905080	李蕙	이혜	李		全州 李	淸渠正	安東權氏成化譜	3	18	a
E905082	李容	이용			全州 李	寶城君	安東權氏成化譜	3	18	a
E905086	尹之崑	윤지곤	尹			 	安東權氏成化譜	3	18	a
EA00397	許宕				陽川 許		安東權氏成化譜	3	18	a
EB03097	李循	이순	李		全州 李	新豊都正	安東權氏成化譜	3	18	a
EB03100	柳軫					部將	安東權氏成化譜	3	18	a
EB03102	趙永錫	조영석	趙		漢陽 趙		安東權氏成化譜	3	18	a
9c8b5e5c-84c9-4027-82ff-52bc4e43a1ea	李繐				全州 李	益陽副正	安東權氏成化譜	3	18	b
E100763	奇裕	기유	奇		幸州 奇	縣監	安東權氏成化譜	3	18	b
E300417	任士洪	임사홍	任		豊川 任	副提學	安東權氏成化譜	3	18	b
E500778	李縉	이진	李		全州 李	苪陽副正	安東權氏成化譜	3	18	b
E905089	李徐	이서	李		全州 李	東陽正	安東權氏成化譜	3	18	b
E905092	申永年	신영년	申		平山 申	直長	安東權氏成化譜	3	18	b
E905094	李定	이정	李		全州 李	永川君	安東權氏成化譜	3	18	b
E905095	李仝	이동	李		全州 李	泰江守	安東權氏成化譜	3	18	b
E905096	李宜	이의	李		全州 李	原川君	安東權氏成化譜	3	18	b
E905097	李偕	이해	李		全州 李	列山守	安東權氏成化譜	3	18	b
E905098	李份	이빈	李		全州 李	嘉恩都正	安東權氏成化譜	3	18	b
EB00464	李行	이행	李		全州 李	園山正	安東權氏成化譜	3	18	b
EB01780	奇軸	기축	奇		幸州 奇	都事	安東權氏成化譜	3	18	b
EB01789	奇襸	기찬	奇		幸州 奇	正字	安東權氏成化譜	3	18	b
EB03237	鄭悰	정종	鄭		海州 鄭		安東權氏成化譜	3	18	b
EC02232	鄭眉壽	정미수	鄭		海州 鄭	奉事	安東權氏成化譜	3	18	b
5b5c0d88-8722-404b-bd46-a23883b9c6fd	崔延命					縣監	安東權氏成化譜	3	19	a
E100315	鄭有慶	정유경	鄭由慶		海州 鄭	奉事	安東權氏成化譜	3	19	a
E104839	李三老	이삼로			全義 李		安東權氏成化譜	3	19	a
E201010	鄭文明	정문명	鄭		海州 鄭		安東權氏成化譜	3	19	a
E201011	鄭忻	정흔	鄭		海州 鄭	僉正	安東權氏成化譜	3	19	a
E304180	李琰	이염	李		全州 李	永膺大君	安東權氏成化譜	3	19	a
E901020	金永錘	김영추	金		安東 金		安東權氏成化譜	3	19	a
E902920	鄭元老	정원로	鄭		西原 鄭	縣監	安東權氏成化譜	3	19	a
E903292	鄭忠碩	정충석	鄭		海州 鄭	中樞	安東權氏成化譜	3	19	a
E903293	鄭憺	정담	鄭		海州 鄭	縣監	安東權氏成化譜	3	19	a
E903294	鄭守慶	정수경	鄭		海州 鄭	 	安東權氏成化譜	3	19	a
E903313	鄭恬	정념	鄭		海州 鄭	縣監	安東權氏成化譜	3	19	a
E905106	李繼長	이계장	李		仁川 李	府使	安東權氏成化譜	3	19	a
E905109	金俱	김구	金具		延安 金	別侍	安東權氏成化譜	3	19	a
E905111	金港	김항	金淃		義城 金	著作	安東權氏成化譜	3	19	a
EA00387	陳猷	진유	陳		驪陽 陳		安東權氏成化譜	3	19	a
EB01750	鄭忱	정침	鄭		海州 鄭	參議	安東權氏成化譜	3	19	a
EC02556	辛碩敦	신석돈	申錫敦		平山 申	 	安東權氏成化譜	3	19	a
D401296	權執中	권집중	權		安東 權		安東權氏成化譜	3	19	b
D905116	權執經	권집경	權		安東 權		安東權氏成化譜	3	19	b
E101500	崔命孫	최명손	崔		江陵 崔	僉正	安東權氏成化譜	3	19	b
E104226	李貞陽	이정양	李		益州 李	僉知	安東權氏成化譜	3	19	b
E203608	尹瀣	윤해	尹		茂松 尹		安東權氏成化譜	3	19	b
E401295	權永鈞	권영균	權		安東 權	宣授光祿事 大卿	安東權氏成化譜	3	19	b
E502758	宋訓				鎭川 宋		安東權氏成化譜	3	19	b
E901440	宋諶	송심	宋淇		鎭川 宋	直長	安東權氏成化譜	3	19	b
E905119	金有溫	김유온	金		順天 金	參議	安東權氏成化譜	3	19	b
EA00643	金亨石	김형석	金		順天 金	大護軍	安東權氏成化譜	3	19	b
EA00644	金若枰	김약평	金		順天 金		安東權氏成化譜	3	19	b
EA00693	金用石	김용석	金		光州 金		安東權氏成化譜	3	19	b
EB01023	李扶	이부	李		陽城 李		安東權氏成化譜	3	19	b
EB01026	宋譚	송담	宋		鎭川 宋	主簿	安東權氏成化譜	3	19	b
EB01042	宋讚	송찬	宋		鎭川 宋	進士	安東權氏成化譜	3	19	b
EB01067	奉至	봉지	奉祉		河陰 奉		安東權氏成化譜	3	19	b
EB01068	宋誡	송계	宋		鎭川 宋		安東權氏成化譜	3	19	b
EB01886	禹敬宗	우경종	禹		丹陽 禹	 	安東權氏成化譜	3	19	b
EC00178	柳漵	유서			文化 柳		安東權氏成化譜	3	19	b
EC00312	許晩石	허만석	許		陽川 許	監察	安東權氏成化譜	3	19	b
EC00313	禹繼潘	우계반	禹繼蕃		丹陽 禹	府使	安東權氏成化譜	3	19	b
EC00315	閔不害	민불해	閔		驪興 閔	掌令	安東權氏成化譜	3	19	b
EC00317	宋翌	송익	宋翼		鎭川 宋	郡事	安東權氏成化譜	3	19	b
EC00319	宋衣	송의			鎭川 宋	僉知	安東權氏成化譜	3	19	b
EC00321	崔店	최점	崔		江陵 崔	注書	安東權氏成化譜	3	19	b
EC00322	宋裳				鎭川 宋		安東權氏成化譜	3	19	b
E101170	南景壽	남경수	南		宜寧 南	護軍	安東權氏成化譜	3	20	a
E102477	金士恭	김사공			安山 金	僉知	安東權氏成化譜	3	20	a
E102797	權永昌	권영창	權		安東 權	縣監	安東權氏成化譜	3	20	a
E102798	權致明	권치명	權		安東 權	郡守	安東權氏成化譜	3	20	a
E102800	柳眉	유미	柳			司正	安東權氏成化譜	3	20	a
E102802	許祥	허상	許詳			 	安東權氏成化譜	3	20	a
E102807	權億壽	권억수	權		安東 權	 	安東權氏成化譜	3	20	a
E102809	趙由信	조유신	趙		平壤 趙		安東權氏成化譜	3	20	a
E102814	權致敬	권치경	權		安東 權	錄事	安東權氏成化譜	3	20	a
E303648	李孟孝	이맹효	李		全義 李	 	安東權氏成化譜	3	20	a
E400501	閔無悔	민무회	閔		驪興 閔	及第	安東權氏成化譜	3	20	a
E401270	邊尙同	변상동	邊		原州 邊	監察	安東權氏成化譜	3	20	a
E401272	權執智	권집지	權		安東 權		安東權氏成化譜	3	20	a
E800251	權寬	권관			安東 權	司勇	安東權氏成化譜	3	20	a
E905126	洪居安	홍거안	洪		南陽 洪	上護軍	安東權氏成化譜	3	20	a
E905131	金景達	김경달	金			縣監	安東權氏成化譜	3	20	a
E905132	邊致安	변치안	邊致英		原州 邊	 	安東權氏成化譜	3	20	a
EA00264	邊祥	변상	邊		原州 邊	進士	安東權氏成化譜	3	20	a
EA01440	邊孝順	변효순			原州 邊	柔川尉	安東權氏成化譜	3	20	a
EA01441	邊德順	변덕순			原州 邊	宮直	安東權氏成化譜	3	20	a
EA01473	鄭苯	정분			晋州 鄭		安東權氏成化譜	3	20	a
EA01475	李逮	이체			全義 李	司直	安東權氏成化譜	3	20	a
0d2feaa0-30c3-40aa-bd9f-4230ee4d8185	邊生順				原州 邊		安東權氏成化譜	3	20	b
ce38a80b-32f5-4933-b963-4419c9a84e27	尹𡵻		尹		坡平 尹		安東權氏成化譜	3	20	b
ce38a80b-32f5-4933-b963-4419c9a84e27	邊陲				原州 邊		安東權氏成化譜	3	20	b
E102820	李根剛	이근강	李		延安 李		安東權氏成化譜	3	20	b
E102821	李仁畦	이인휴	李		延安 李	判官	安東權氏成化譜	3	20	b
E102827	卞鈞	변균	卞		草溪 卞		安東權氏成化譜	3	20	b
E102831	權永善	권영선	權		安東 權	 	安東權氏成化譜	3	20	b
E102832	權致中	권치중	權		安東 權	僉正	安東權氏成化譜	3	20	b
E102834	權仁孫	권인손	權		安東 權		安東權氏成化譜	3	20	b
E102837	權終孫	권의손	權義孫		安東 權	 	安東權氏成化譜	3	20	b
E102839	吉修	길수	吉			 	安東權氏成化譜	3	20	b
E102842	權禮孫	권예손	權		安東 權	 	安東權氏成化譜	3	20	b
E102843	權智孫	권지손	權		安東 權	 	安東權氏成化譜	3	20	b
E102853	趙由誠	조유성	趙		平壤 趙	 	安東權氏成化譜	3	20	b
E102857	鄭而恭	정이공	鄭			暑令	安東權氏成化譜	3	20	b
