kind	severity	message	ids	names	vol	leaf	side
generation-repair	note	閔悛 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202895	閔悛	1	46	b
generation-repair	note	李承孫 was moved down 1 generation (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E301287	李承孫	1	46	b
generation-repair	note	閔繼祥 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EA04341	閔繼祥	1	46	b
generation-repair	note	閔伯和 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EB00169	閔伯和	1	46	b
generation-repair	note	鄭忠敬 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EB03236	鄭忠敬	1	46	b
generation-repair	note	閔仲和 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EB03249	閔仲和	1	46	b
generation-repair	note	閔憺 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EB03250	閔憺	1	46	b
generation-repair	note	閔季和 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EB03261	閔季和	1	46	b
generation-repair	note	李緝 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EB03276	李緝	1	46	b
generation-repair	note	閔繼禎 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EB03277	閔繼禎	1	46	b
generation-repair	note	楊悌達 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201352	楊悌達	1	47	a
generation-repair	note	崔謚 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E203251	崔謚	1	47	a
generation-repair	note	閔繼瑞 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EB03283	閔繼瑞	1	47	a
generation-repair	note	趙衷孫 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000634	趙衷孫	1	47	b
generation-repair	note	趙元常 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000635	趙元常	1	47	b
generation-repair	note	黃承祖 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000637	黃承祖	1	47	b
generation-repair	note	文潤 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000642	文潤	1	47	b
generation-repair	note	庾碩輔 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000644	庾碩輔	1	47	b
generation-repair	note	洪泂 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000646	洪泂	1	47	b
generation-repair	note	趙元綱 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000649	趙元綱	1	47	b
generation-repair	note	趙元紀 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000653	趙元紀	1	47	b
generation-repair	note	趙信孫 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000654	趙信孫	1	47	b
generation-repair	note	趙叔廷 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000655	趙叔廷	1	47	b
generation-repair	note	李侃 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000658	李侃	1	47	b
generation-repair	note	尹俊民 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E100943	尹俊民	1	47	b
generation-repair	note	崔泗 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E100944	崔泗	1	47	b
generation-repair	note	具熙 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EA04214	具熙	1	47	b
generation-repair	note	李孝敦 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000397	李孝敦	1	48	a
generation-repair	note	韓迹 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000689	韓迹	1	48	a
generation-repair	note	李孝篤 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000693	李孝篤	1	48	a
generation-repair	note	房貴和 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000707	房貴和	1	48	a
generation-repair	note	李孝重 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000728	李孝重	1	48	a
generation-repair	note	李延源 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200450	李延源	1	48	a
generation-repair	note	楊守泗 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E205029	楊守泗	1	48	a
generation-repair	note	薛孟岡 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000797	薛孟岡	1	48	b
generation-repair	note	洪性剛 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000815	洪性剛	1	48	b
generation-repair	note	柳義孫 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E102553	柳義孫	1	49	a
generation-repair	note	鄭淑精 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E102940	鄭淑精	1	49	a
generation-repair	note	奉忠孝 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E300111	奉忠孝	1	49	a
generation-repair	note	奉珪 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E401003	奉珪	1	49	a
generation-repair	note	奉元良 was moved down 1 generation (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E401004	奉元良	1	49	a
generation-repair	note	朴繼曾 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200073	朴繼曾	1	49	b
generation-repair	note	許認 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200283	許認	1	49	b
generation-repair	note	許埰 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200285	許埰	1	49	b
generation-repair	note	許埴 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200286	許埴	1	49	b
generation-repair	note	許塘 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200288	許塘	1	49	b
generation-repair	note	李曾若 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200293	李曾若	1	49	b
generation-repair	note	許塾 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200297	許塾	1	49	b
generation-repair	note	許壎 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200304	許壎	1	49	b
generation-repair	note	李楯 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200341	李楯	1	49	b
generation-repair	note	李楨 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200359	李楨	1	50	a
generation-repair	note	李世蕃 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200431	李世蕃	1	50	a
generation-repair	note	鄭仁厚 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200445	鄭仁厚	1	50	a
generation-repair	note	閔寬 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EA00509	閔寬	1	50	a
generation-repair	note	愼先甲 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200563	愼先甲	1	50	b
generation-repair	note	愼仲行 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200565	愼仲行	1	50	b
generation-repair	note	庾止府 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200576	庾止府	1	50	b
generation-repair	note	崔有恒 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200578	崔有恒	1	50	b
generation-repair	note	奉安恭 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200595	奉安恭	1	50	b
generation-repair	note	趙希宗 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200597	趙希宗	1	50	b
generation-repair	note	成世愼 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E501894	成世愼	1	50	b
generation-repair	note	張友圭 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E901938	張友圭	1	50	b
generation-repair	note	成世傑 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EC03992	成世傑	1	50	b
generation-repair	note	朝鮮 德宗 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	711c156f-327b-40a3-b8a6-178696946b59	朝鮮 德宗	1	51	a
generation-repair	note	權準 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200606	權準	1	51	a
generation-repair	note	姜利敬 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200668	姜利敬	1	51	a
generation-repair	note	鄭仁學 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200729	鄭仁學	1	51	a
generation-repair	note	盧盼 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200751	盧盼	1	51	a
generation-repair	note	愼嗣源 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200791	愼嗣源	1	51	a
generation-repair	note	愼繼源 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200818	愼繼源	1	51	a
generation-repair	note	柳仁濠 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200853	柳仁濠	1	51	a
generation-repair	note	沈貞源 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200871	沈貞源	1	51	a
generation-repair	note	金龜石 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200970	金龜石	1	51	b
generation-repair	note	楊沔 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201023	楊沔	1	51	b
generation-repair	note	楊子濡 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201037	楊子濡	1	52	a
generation-repair	note	李孟準 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201044	李孟準	1	52	a
generation-repair	note	楊有宗 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201092	楊有宗	1	52	b
generation-repair	note	黃致身 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201099	黃致身	1	52	b
generation-repair	note	禹孝新 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201102	禹孝新	1	52	b
generation-repair	note	王宗義 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201106	王宗義	1	52	b
generation-repair	note	禹培 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201109	禹培	1	52	b
generation-repair	note	金塊 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201114	金塊	1	52	b
generation-repair	note	黃事親 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201117	黃事親	1	52	b
generation-repair	note	崔湜 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201120	崔湜	1	52	b
generation-repair	note	黃事長 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201129	黃事長	1	52	b
generation-repair	note	李崇文 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201131	李崇文	1	52	b
generation-repair	note	黃蟾 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201133	黃蟾	1	52	b
generation-repair	note	黃事賢 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201138	黃事賢	1	52	b
generation-repair	note	蔡潭 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201146	蔡潭	1	53	a
generation-repair	note	蔡自沉 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201150	蔡自沉	1	53	a
generation-repair	note	崔伾 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201152	崔伾	1	53	a
generation-repair	note	崔敬止 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201154	崔敬止	1	53	a
generation-repair	note	黃事兄 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201162	黃事兄	1	53	a
generation-repair	note	安堯卿 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201170	安堯卿	1	53	a
generation-repair	note	李九經 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201174	李九經	1	53	a
generation-repair	note	黃事恭 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201180	黃事恭	1	53	a
generation-repair	note	黃事尊 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201183	黃事尊	1	53	a
generation-repair	note	申叔檜 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201184	申叔檜	1	53	a
generation-repair	note	黃事敬 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201200	黃事敬	1	53	a
generation-repair	note	金國光 was moved down 3 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201218	金國光	1	53	a
generation-repair	note	黃從兄 was moved down 3 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201222	黃從兄	1	53	a
generation-repair	note	金孟錘 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201224	金孟錘	1	53	a
generation-repair	note	柳約 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201228	柳約	1	53	a
generation-repair	note	李譓 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E203117	李譓	1	53	a
generation-repair	note	李垾 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E205215	李垾	1	53	a
generation-repair	note	金克忸 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E300515	金克忸	1	53	a
generation-repair	note	金克怩 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E902675	金克怩	1	53	a
generation-repair	note	金克羞 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E902679	金克羞	1	53	a
generation-repair	note	金克愧 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E902680	金克愧	1	53	a
generation-repair	note	黃謹昌 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E200844	黃謹昌	1	53	b
generation-repair	note	黃瓚 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201233	黃瓚	1	53	b
generation-repair	note	黃瑾 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201234	黃瑾	1	53	b
generation-repair	note	李繼重 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201266	李繼重	1	53	b
generation-repair	note	黃脊 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201268	黃脊	1	53	b
generation-repair	note	黃誠昌 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201271	黃誠昌	1	53	b
generation-repair	note	崔漢良 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201285	崔漢良	1	53	b
generation-repair	note	楊處順 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201299	楊處順	1	53	b
generation-repair	note	楊處離 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201300	楊處離	1	53	b
generation-repair	note	辛胤祖 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202321	辛胤祖	1	53	b
generation-repair	note	黃諴昌 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	EC04001	黃諴昌	1	53	b
generation-repair	note	楊信達 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201371	楊信達	1	54	a
generation-repair	note	李春英 was moved down 1 generation (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E300521	李春英	1	54	a
generation-repair	note	李溥 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201479	李溥	1	54	b
generation-repair	note	朴林蕃 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201483	朴林蕃	1	54	b
generation-repair	note	崔閏玉 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201501	崔閏玉	1	54	b
generation-repair	note	南贄 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201503	南贄	1	54	b
generation-repair	note	權琳 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201505	權琳	1	54	b
generation-repair	note	崔泳 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201533	崔泳	1	54	b
generation-repair	note	崔融 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201534	崔融	1	54	b
generation-repair	note	尹渾 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E800131	尹渾	1	54	b
generation-repair	note	李堤 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E102782	李堤	1	55	a
generation-repair	note	奉石柱 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E102791	奉石柱	1	55	a
generation-repair	note	崔璘 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E000241	崔璘	1	55	b
generation-repair	note	金昇 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201891	金昇	1	56	b
generation-repair	note	金錫賢 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201893	金錫賢	1	56	b
generation-repair	note	金錫哲 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201903	金錫哲	1	56	b
generation-repair	note	金錫輔 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201914	金錫輔	1	56	b
generation-repair	note	郭頤正 was moved down 1 generation (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201947	郭頤正	1	57	a
generation-repair	note	都繼良 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201949	都繼良	1	57	a
generation-repair	note	金銓 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201953	金銓	1	57	a
generation-repair	note	李庇 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201955	李庇	1	57	a
generation-repair	note	宋寶林 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201957	宋寶林	1	57	a
generation-repair	note	崔明進 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201959	崔明進	1	57	a
generation-repair	note	金崇智 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E902174	金崇智	1	57	a
generation-repair	note	朴秀邊 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E201996	朴秀邊	1	57	b
generation-repair	note	李崇徑 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202104	李崇徑	2	1	a
generation-repair	note	李圻 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202177	李圻	2	1	a
generation-repair	note	李承寧 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202179	李承寧	2	1	a
generation-repair	note	李垤 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202196	李垤	2	1	a
generation-repair	note	李承騫 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E700450	李承騫	2	1	a
generation-repair	note	李承張 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E700464	李承張	2	1	a
generation-repair	note	安桑鷄 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E300360	安桑鷄	2	1	b
generation-repair	note	朴叔楙 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202204	朴叔楙	2	2	a
generation-repair	note	崔承流 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202247	崔承流	2	2	a
generation-repair	note	柳末孫 was moved down 3 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202249	柳末孫	2	2	a
generation-repair	note	宋繼殷 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202251	宋繼殷	2	2	a
generation-repair	note	李伯規 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202253	李伯規	2	2	a
generation-repair	note	朴昨 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202276	朴昨	2	2	a
generation-repair	note	朴叔進 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202284	朴叔進	2	2	a
generation-repair	note	朴叔帳 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202289	朴叔帳	2	2	a
generation-repair	note	朴之蕃 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202292	朴之蕃	2	2	a
generation-repair	note	尹謹德 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202426	尹謹德	2	2	a
generation-repair	note	崔石堅 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E401018	崔石堅	2	2	a
generation-repair	note	權循 was moved down 1 generation (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E401227	權循	2	2	a
generation-repair	note	韓致仁 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E401606	韓致仁	2	2	a
generation-repair	note	李隲 was moved down 1 generation (to 17) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E402390	李隲	2	2	a
generation-repair	note	崔處淵 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E700524	崔處淵	2	2	a
generation-repair	note	朴叔紊 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E700531	朴叔紊	2	2	a
generation-repair	note	柳壕 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202438	柳壕	2	2	b
generation-repair	note	李景華 was moved down 2 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202462	李景華	2	2	b
generation-repair	note	閔禮達 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E301457	閔禮達	2	3	a
generation-repair	note	權審 was moved down 1 generation (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E402535	權審	2	3	a
generation-repair	note	尹鐔 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202539	尹鐔	2	3	b
generation-repair	note	尹任 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202541	尹任	2	3	b
generation-repair	note	尹壽生 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202543	尹壽生	2	3	b
generation-repair	note	柳澤 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202546	柳澤	2	3	b
generation-repair	note	韓㠖 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202548	韓㠖	2	3	b
generation-repair	note	尹起莘 was moved down 3 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202563	尹起莘	2	3	b
generation-repair	note	朝鮮 文宗 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202603	朝鮮 文宗	2	3	b
generation-repair	note	孟碩欽 was moved down 3 generations (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202677	孟碩欽	2	3	b
generation-repair	note	尹瑗 was moved down 3 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E300713	尹瑗	2	3	b
generation-repair	note	尹採 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E700959	尹採	2	3	b
generation-repair	note	尹龜壽 was moved down 2 generations (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202770	尹龜壽	2	4	a
generation-repair	note	尹龜年 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202813	尹龜年	2	4	a
generation-repair	note	洪常 was moved down 4 generations (to 23) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E300443	洪常	2	4	a
generation-repair	note	李堯臣 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202325	李堯臣	2	4	b
generation-repair	note	李億年 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202335	李億年	2	4	b
generation-repair	note	李萬年 was moved down 1 generation (to 21) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202336	李萬年	2	4	b
generation-repair	note	李堯丁 was moved down 2 generations (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202339	李堯丁	2	4	b
generation-repair	note	禹得圭 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202847	禹得圭	2	4	b
generation-repair	note	鄭楫 was moved down 1 generation (to 20) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202851	鄭楫	2	4	b
generation-repair	note	姜岱 was moved down 1 generation (to 19) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E202853	姜岱	2	4	b
generation-repair	note	朴㱓 was moved down 1 generation (to 18) so that no recorded kin tie points upwards; the print itself gives no generation numbers.	E400739	朴㱓	2	4	b
